,Spectrum,Date,Time,"""NO (350,3000) 191C""","""NO (350,3000) 191C average""","""NO (350,3000) 191C stdev""",NO2 (150) 191C (1of2),NO2 (150) 191C (1of2) average,NO2 (150) 191C (1of2) stdev,NO2 (2000) 191C (2of2),NO2 (2000) 191C (2of2) average,NO2 (2000) 191C (2of2) stdev,"""N2O (100,200,300) 191C (1of2)""","""N2O (100,200,300) 191C (1of2) average""","""N2O (100,200,300) 191C (1of2) stdev""",NH3 (300) 191C (1of2),NH3 (300) 191C (1of2) average,NH3 (300) 191C (1of2) stdev,NH3 (3000) 191C (2of2),NH3 (3000) 191C (2of2) average,NH3 (3000) 191C (2of2) stdev,HNCO (400) 191C,HNCO (400) 191C average,HNCO (400) 191C stdev,H2O% (25) 191C,H2O% (25) 191C average,H2O% (25) 191C stdev,"""Formaldehyde (70,500) 191C""","""Formaldehyde (70,500) 191C average""","""Formaldehyde (70,500) 191C stdev""",CO2 low% (4) 191C (2of2),CO2 low% (4) 191C (2of2) average,CO2 low% (4) 191C (2of2) stdev,CO2% (20) 191C (1of2) R4,CO2% (20) 191C (1of2) R4 average,CO2% (20) 191C (1of2) R4 stdev,CO (500) 191C (1of3),CO (500) 191C (1of3) average,CO (500) 191C (1of3) stdev,CO% (1) 191C (2of3),CO% (1) 191C (2of3) average,CO% (1) 191C (2of3) stdev,"""Propylene (200,1000) 191C""","""Propylene (200,1000) 191C average""","""Propylene (200,1000) 191C stdev""",Diesel C1 (4500) 191C,Diesel C1 (4500) 191C average,Diesel C1 (4500) 191C stdev,"""Ethylene (100,3000) 191C""","""Ethylene (100,3000) 191C average""","""Ethylene (100,3000) 191C stdev""",CH4 (250) 191C (1of2),CH4 (250) 191C (1of2) average,CH4 (250) 191C (1of2) stdev,CH4 (3000) 191C (2of2),CH4 (3000) 191C (2of2) average,CH4 (3000) 191C (2of2) stdev,Ethane (1000) 191C,Ethane (1000) 191C average,Ethane (1000) 191C stdev,Acetylene (1000) 191C,Acetylene (1000) 191C average,Acetylene (1000) 191C stdev,HNO2 (20) 191C,HNO2 (20) 191C average,HNO2 (20) 191C stdev,N2O (1040) 191C (2of2),N2O (1040) 191C (2of2) average,N2O (1040) 191C (2of2) stdev,CO% (10) 191C (3of3),CO% (10) 191C (3of3) average,CO% (10) 191C (3of3) stdev,MeOH (1000) 191C,MeOH (1000) 191C average,MeOH (1000) 191C stdev,Formic Acid (100) 191C,Formic Acid (100) 191C average,Formic Acid (100) 191C stdev,SO2 (300) 191C,SO2 (300) 191C average,SO2 (300) 191C stdev,Temp (C),Temp (C) average,Temp (C) stdev,Pressure (Atm),Pressure (Atm) average,Pressure (Atm) stdev,NO2 autorange,NO2 autorange average,NO2 autorange stdev,CO autorange,CO autorange average,CO autorange stdev,CH4 autorange,CH4 autorange average,CH4 autorange stdev,NH3 autorange,NH3 autorange average,NH3 autorange stdev,NOx autorange,NOx autorange average,NOx autorange stdev,CO autorange dry,CO autorange dry average,CO autorange dry stdev,CO2% autorange dry,CO2% autorange dry average,CO2% autorange dry stdev,NO dry,NO dry average,NO dry stdev,NO2 autorange dry,NO2 autorange dry average,NO2 autorange dry stdev,NOx autorange dry,NOx autorange dry average,NOx autorange dry stdev,FIDeq THC ppmC,FIDeq THC ppmC average,FIDeq THC ppmC stdev,FIDeq NMHC ppmC,FIDeq NMHC ppmC average,FIDeq NMHC ppmC stdev,FIDeq NMNEHC ppmC,FIDeq NMNEHC ppmC average,FIDeq NMNEHC ppmC stdev,N2O autorange,N2O autorange average,N2O autorange stdev,CO2% autorange,CO2% autorange average,CO2% autorange stdev,FTIR NMHC ppmC,FTIR NMHC ppmC average,FTIR NMHC ppmC stdev,FTIR NMNEHC ppmC,FTIR NMNEHC ppmC average,FTIR NMNEHC ppmC stdev,Igram DC,Igram DC average,Igram DC stdev,Igram PP,Igram PP average,Igram PP stdev,phase Angle,phase Angle average,phase Angle stdev,laser PP,laser PP average,laser PP stdev,laser DC,laser DC average,laser DC stdev,Bad Scan counter,Bad Scan counter average,Bad Scan counter stdev,Centerburst Location,Centerburst Location average,Centerburst Location stdev,Linearizer Check,Linearizer Check average,Linearizer Check stdev,SNR 2500,SNR 2500 average,SNR 2500 stdev,sBeam @ 2500,sBeam @ 2500 average,sBeam @ 2500 stdev
93,TESTANMA_4250.LAB,6/3/2020,06:01.6,735.951705,739.12323,4.099152,26.866126,26.784433,0.10428,21.65879,25.963202,3.261753,0.280609,0.565406,0.262622,0.237809,0.342102,0.100695,2.62681,0.134124,2.025157,2.090959,0.26441,6.11862,3.998406,3.986609,0.021791,1.524373,1.510274,0.190358,8.154638,8.150146,0.035436,8.478417,8.478287,0.038341,149.626434,151.016846,1.587382,0.015263,0.015076,0.000283,-0.049481,-0.565572,0.669028,14.103823,13.829625,0.913802,1.974559,1.76037,0.3359,1.159858,1.120749,0.219896,0.418238,0.497903,1.229959,-0.249846,-0.621172,0.463527,0.120681,0.385511,0.458605,1.18201,1.838289,1.460685,1.918735,2.484669,3.534305,0.017343,0.004514,0.008283,-0.558021,0.006525,0.566205,-0.06372,-0.004526,0.181568,1.655056,0.924215,0.447122,190.740738,190.72644,0.03195,0.972274,0.96906,0.002381,26.866126,26.784433,0.10428,149.626434,151.016846,1.587382,1.159858,1.120749,0.219896,0.237809,0.342102,0.100695,763.99984,767.745911,4.962044,155.857867,157.286896,1.623153,8.831552,8.830324,0.041092,766.604157,769.8125,4.232319,27.985054,27.896557,0.108814,795.820557,799.623596,5.125551,23.716588,21.318523,3.883206,22.440744,20.085697,3.759765,22.940437,21.328043,2.879894,0.280609,0.565406,0.262622,8.478417,8.478287,0.038341,23.485137,21.534969,3.621802,23.984829,22.777313,2.721435,3.485031,3.485055,0.000236,5.259052,5.256276,0.007526,89.331036,89.343948,0.007216,6.340745,6.340745,0,-3.874281,-3.874636,0.000199,0,0,0,563.254759,563.253296,0.002635,0.002604,0.002486,0.000563,249.229862,278.498566,55.742409,1.351453,1.349998,0.002269
94,TESTANMA_4250.LAB,6/3/2020,06:01.8,734.765592,738.654114,4.501436,26.953965,26.799006,0.124329,18.991777,24.475977,4.46883,0.32688,0.513759,0.282423,0.145604,0.281376,0.110967,3.526812,0.796184,2.535595,-0.160873,0.157287,6.120894,3.966519,3.98671,0.021672,1.422804,1.55379,0.111883,8.100613,8.138334,0.04089,8.443137,8.477969,0.038694,150.803268,150.922867,1.582309,0.015037,0.015128,0.000234,0.050052,-0.508513,0.714841,12.986918,13.62504,0.975774,2.077777,1.750484,0.322881,1.282196,1.080931,0.1428,-2.010027,0.284064,1.584481,-0.165201,-0.559591,0.506571,-0.477129,0.296582,0.585483,0.892975,1.402987,1.31954,-1.453254,1.360332,3.752224,0.028451,0.011138,0.011658,-0.256764,-0.116935,0.536223,0.122024,-0.039315,0.113505,2.35571,1.25794,0.747623,190.740738,190.740738,0,0.975946,0.971139,0.003007,26.953965,26.799006,0.124329,150.803268,150.922867,1.582309,1.282196,1.080931,0.1428,0.145604,0.281376,0.110967,762.612532,766.856079,5.486615,157.03179,157.189148,1.620278,8.791874,8.830004,0.041456,765.114216,769.32489,4.675093,28.067246,27.911758,0.128818,794.111367,798.697876,5.709722,21.557668,21.052101,3.793106,20.147252,19.863077,3.705384,20.477654,20.982258,2.851696,0.32688,0.513759,0.282423,8.443137,8.477969,0.038694,21.841453,21.240757,3.498974,22.171855,22.35994,2.594505,3.48512,3.485106,0.00021,5.269917,5.259329,0.009531,89.312011,89.336914,0.015577,6.340745,6.340745,0,-3.873758,-3.874443,0.000428,0,0,0,563.259002,563.254639,0.003505,0.002131,0.002494,0.000556,269.239656,263.795349,42.733818,1.351387,1.351006,0.001017
95,TESTANMA_4251.LAB,6/3/2020,06:02.0,736.113539,738.26123,4.64765,26.431056,26.727848,0.207216,26.027309,23.591663,3.267364,0.426449,0.431877,0.217602,0.083876,0.208466,0.091891,0.338909,1.000498,2.425406,-2.644306,-1.688977,4.983108,3.954518,3.983045,0.025766,1.296557,1.514753,0.161842,7.983767,8.116056,0.080983,8.428734,8.47655,0.040703,152.579373,150.923386,1.583019,0.014788,0.015127,0.000236,-0.983688,-0.612034,0.744043,12.675556,13.342813,1.012259,2.221731,1.866496,0.374148,1.184649,1.115315,0.14297,0.848969,0.194311,1.524273,-0.344756,-0.532237,0.515455,0.554113,0.384953,0.58405,1.475067,1.733307,0.991148,-1.218119,-0.069923,2.820739,0.016073,0.014042,0.010417,0.29756,-0.162802,0.473526,0.078285,-0.018622,0.125521,1.794774,1.455041,0.729451,190.740738,190.740738,0,0.97687,0.972681,0.003647,26.431056,26.727848,0.207216,152.579373,150.923386,1.583019,1.184649,1.115315,0.14297,0.083876,0.208466,0.091891,764.019661,766.722351,5.560315,158.861548,157.18364,1.613089,8.775773,8.828191,0.044042,766.421788,768.886475,4.857655,27.519324,27.836609,0.219012,795.476898,798.528259,5.809579,20.47325,20.901106,3.799364,19.170137,19.674259,3.713432,19.859649,20.738731,2.893241,0.426449,0.431877,0.217602,8.428734,8.47655,0.040703,20.695513,20.948452,3.464166,21.385026,22.012924,2.583426,3.48546,3.485106,0.000209,5.244709,5.254694,0.009956,89.281408,89.323761,0.027754,6.340745,6.340745,0,-3.872916,-3.874081,0.000763,0,0,0,563.26216,563.255676,0.004843,0.00215,0.002577,0.000431,281.841291,253.099808,22.038263,1.347407,1.35065,0.001813
96,TESTANMA_4252.LAB,6/3/2020,06:02.2,732.652236,735.536499,2.031674,26.242242,26.652409,0.303051,31.350227,24.469761,4.682383,0.359363,0.341966,0.054953,0.299458,0.215192,0.098157,-2.832432,0.982311,2.460566,3.689416,1.024609,2.46811,3.945907,3.976872,0.030842,1.420868,1.45761,0.122942,7.990926,8.084693,0.094827,8.419765,8.456061,0.037644,150.768711,150.582977,1.329853,0.015096,0.015119,0.000237,-0.986818,-0.463297,0.498317,11.712292,13.231878,1.17668,1.951883,2.005787,0.155582,1.419956,1.216735,0.143306,1.201861,0.511318,1.538898,-0.638083,-0.373491,0.186238,0.45475,0.267218,0.465414,2.453661,1.539666,0.593653,-3.008785,-0.012094,2.739818,0.013655,0.016513,0.007766,0.434539,-0.14815,0.494466,0.288175,0.045675,0.184567,1.08974,1.575897,0.558733,190.740738,190.740738,0,0.97687,0.974224,0.003407,26.242242,26.652409,0.303051,150.768711,150.582977,1.329853,1.419956,1.216735,0.143306,0.299458,0.215192,0.098157,761.348139,763.728638,1.979911,156.962399,156.819061,1.344186,8.76565,8.806292,0.042033,762.749797,765.999939,2.321693,27.32027,27.75629,0.321345,792.6245,795.359558,2.283601,18.084928,21.586388,2.467468,16.522977,20.247976,2.607882,17.799143,20.994959,2.44856,0.359363,0.341966,0.054953,8.419765,8.456061,0.037644,18.531824,21.627308,2.107776,19.80799,22.37429,1.924249,3.485271,3.485168,0.000201,5.238114,5.252326,0.012459,89.267258,89.307777,0.033348,6.340745,6.340745,0,-3.872527,-3.873641,0.000917,0,0,0,563.253179,563.256042,0.00446,0.00322,0.002622,0.000492,324.550043,271.423309,35.222145,1.345039,1.349359,0.002983
97,TESTANMA_4253.LAB,6/3/2020,06:02.4,735.664129,735.029419,1.427363,26.861513,26.67098,0.314581,29.422834,25.490187,5.172118,0.337624,0.346185,0.053297,0.532308,0.259811,0.173426,0.112707,0.754561,2.482033,1.005379,0.796115,2.389766,3.954573,3.963985,0.020593,1.072848,1.34749,0.17347,8.043303,8.054649,0.073014,8.575863,8.469183,0.063684,150.707275,150.897003,1.061363,0.01515,0.015067,0.000177,0.132665,-0.367454,0.567647,12.764774,12.848673,0.854822,1.88189,2.021568,0.132099,1.257709,1.260873,0.102208,-4.443058,-0.796803,2.395132,-0.248044,-0.329186,0.184004,0.384524,0.207388,0.414989,1.360213,1.472785,0.590662,-3.929545,-1.538193,2.23278,0.017173,0.018539,0.005733,0.508595,0.085182,0.46826,0.190392,0.123031,0.131043,1.487357,1.676527,0.462557,190.740738,190.740738,0,0.97687,0.975766,0.001993,26.861513,26.67098,0.314581,150.707275,150.897003,1.061363,1.257709,1.260873,0.102208,0.532308,0.259811,0.173426,763.885856,763.173157,1.178222,156.912569,157.125244,1.084143,8.928974,8.818765,0.066525,765.954646,765.368896,1.573383,27.967538,27.771887,0.331172,795.338326,794.674316,1.315051,22.99638,21.365763,2.223881,21.6129,19.978802,2.310654,22.108988,20.637173,2.009706,0.337624,0.346185,0.053297,8.575863,8.469183,0.063684,23.439014,21.598587,2.075199,23.935102,22.256962,1.772474,3.484207,3.485017,0.000481,5.24781,5.25192,0.012592,89.267258,89.291794,0.028552,6.340745,6.340745,0,-3.872527,-3.873202,0.000785,0,0,0,563.250001,563.255798,0.004795,0.00255,0.002531,0.000443,408.939293,306.76004,63.434082,1.344939,1.348045,0.003235
98,TESTANMA_4254.LAB,6/3/2020,06:02.6,735.271485,734.893372,1.347673,27.098967,26.717548,0.364038,30.11229,27.180889,4.984855,0.220561,0.334175,0.074368,0.403685,0.292986,0.183725,-0.836783,0.061843,2.305955,-3.169854,-0.256047,2.800044,3.976625,3.959628,0.012003,1.532292,1.349074,0.175513,8.086919,8.041105,0.053504,8.629487,8.499397,0.096527,149.984898,150.968704,0.961491,0.01527,0.015068,0.000179,1.748862,-0.007785,1.120242,13.408258,12.709559,0.625271,1.916775,2.010011,0.139557,1.220538,1.273009,0.090101,-2.765479,-1.433547,2.414476,-0.244659,-0.328149,0.184577,1.207618,0.424775,0.601149,3.20764,1.877911,0.935422,-1.603845,-2.24271,1.174038,0.021601,0.019391,0.005827,0.16587,0.22996,0.302104,0.037017,0.143179,0.098972,0.751615,1.495839,0.622012,190.740738,190.740738,0,0.97687,0.976685,0.000413,27.098967,26.717548,0.364038,149.984898,150.968704,0.961491,1.220538,1.273009,0.090101,0.403685,0.292986,0.183725,765.578092,763.488892,1.593323,156.196101,157.192886,0.991922,8.986859,8.849825,0.101206,765.721089,765.192261,1.444325,28.221221,27.819118,0.382101,797.28305,794.966858,1.730687,30.478835,22.718212,4.694643,29.136243,21.317902,4.748372,29.625561,21.974197,4.547075,0.220561,0.334175,0.074368,8.629487,8.499397,0.096527,30.842383,23.070036,4.698102,31.3317,23.726336,4.503797,3.483608,3.484733,0.000792,5.244563,5.249022,0.012202,89.267258,89.279037,0.019424,6.340745,6.340745,0,-3.872527,-3.872851,0.000534,0,0,0,563.248119,563.254517,0.005944,0.002148,0.00244,0.00047,361.493311,329.212708,57.578049,1.342645,1.346283,0.003313
99,TESTANMA_4255.LAB,6/3/2020,06:02.8,734.501761,734.840637,1.359043,26.517822,26.63032,0.344981,27.953341,28.9732,2.053554,0.282865,0.325372,0.077965,0.445297,0.352925,0.172143,-4.853191,-1.614158,2.20093,1.008602,-0.022152,2.858222,3.967835,3.959892,0.012205,1.807072,1.425927,0.272952,8.036789,8.02834,0.04217,8.486282,8.508026,0.092066,150.728283,150.953705,0.965294,0.014651,0.014991,0.00026,1.399233,0.262051,1.28764,10.335355,12.179247,1.195577,1.733131,1.941082,0.177636,1.239737,1.264518,0.091015,2.685277,-0.494486,2.980855,-0.725208,-0.44015,0.226195,0.319094,0.58402,0.359327,6.178084,2.934933,1.964368,-0.829172,-2.117893,1.304838,0.018209,0.017342,0.002921,-0.121127,0.257087,0.248872,0.082496,0.135273,0.102597,0.564124,1.137522,0.508517,190.740738,190.740738,0,0.975956,0.976688,0.000409,26.517822,26.63032,0.344981,150.728283,150.953705,0.965294,1.239737,1.264518,0.091015,0.445297,0.352925,0.172143,767.197666,764.405884,2.175866,156.955815,157.177689,0.995582,8.836938,8.858839,0.096659,764.849644,765.139343,1.452722,27.61357,27.728384,0.361775,798.896322,795.923767,2.351121,21.912611,22.789202,4.67535,20.5489,21.398233,4.726965,21.999316,22.27853,4.472177,0.282865,0.325372,0.077965,8.486282,8.508026,0.092066,22.572901,23.216328,4.661529,24.023318,24.096628,4.419359,3.483503,3.48441,0.000915,5.245949,5.244229,0.003658,89.267258,89.270096,0.006329,6.340745,6.340745,0,-3.872527,-3.872605,0.000174,0,0,0,563.247953,563.252258,0.00591,0.002279,0.002469,0.00045,322.500866,339.86496,47.806526,1.341994,1.344405,0.002157
100,TESTANMA_4256.LAB,6/3/2020,06:03.0,733.656133,734.349121,1.220962,26.56476,26.657063,0.330554,29.729627,29.713663,1.226868,0.443065,0.328696,0.083508,0.471645,0.430479,0.086844,-3.683621,-2.418664,2.037672,5.151678,1.537044,3.178643,3.975115,3.964011,0.013359,1.536932,1.474002,0.265538,8.06988,8.045564,0.036637,8.368827,8.496045,0.107559,151.672709,150.772369,0.599361,0.014686,0.014971,0.000283,0.55386,0.56956,1.083114,9.839179,11.611971,1.527924,2.091228,1.914981,0.129028,1.541137,1.335815,0.139514,4.416874,0.219095,3.718621,-0.958181,-0.562835,0.311711,-0.538197,0.365558,0.61974,2.643676,3.168655,1.810764,-4.40604,-2.755477,1.516894,0.01103,0.016334,0.004101,0.331856,0.263947,0.250732,0.072053,0.134027,0.103496,0.085925,0.795752,0.530142,190.740738,190.740738,0,0.975264,0.976366,0.000732,26.56476,26.657063,0.330554,151.672709,150.772369,0.599361,1.541137,1.335815,0.139514,0.471645,0.430479,0.086844,762.864569,764.174866,2.285674,157.951429,156.995651,0.624977,8.715266,8.846738,0.112197,764.026822,764.6604,1.312223,27.664562,27.757431,0.346293,794.443478,795.717102,2.443824,17.321939,22.158939,5.24349,15.626689,20.689541,5.36684,17.543052,21.815212,4.886254,0.443065,0.328696,0.083508,8.368827,8.496045,0.107559,18.075011,22.692226,5.138691,19.991374,23.817898,4.669979,3.483185,3.483955,0.000824,5.243789,5.244045,0.003651,89.267258,89.267258,0,6.340745,6.340745,0,-3.872527,-3.872527,0,0,0,0,563.248515,563.249512,0.002185,0.002288,0.002497,0.00043,363.833541,356.263397,35.373207,1.344415,1.343806,0.001397
101,TESTANMA_4257.LAB,6/3/2020,06:03.2,737.382956,735.295227,1.397443,27.09969,26.828548,0.280118,30.899614,29.623541,1.084936,0.454479,0.347719,0.1012,0.44735,0.460057,0.047201,0.837063,-1.684765,2.466979,1.574997,1.11416,2.953374,3.969031,3.968636,0.008723,1.490743,1.487977,0.263876,8.109123,8.069203,0.030122,8.459597,8.504011,0.101819,150.437862,150.706207,0.617844,0.015026,0.014956,0.000277,0.870613,0.941047,0.646308,10.835768,11.436666,1.563408,2.039242,1.932453,0.140664,1.780108,1.407846,0.246085,0.798679,0.138459,3.696287,-0.622621,-0.559743,0.310854,-0.324958,0.209616,0.686218,-0.332241,2.611475,2.413932,-2.996587,-2.753038,1.516394,0.024475,0.018498,0.005073,0.830266,0.343092,0.357688,0.103469,0.097086,0.057434,-0.033801,0.571044,0.606931,190.740738,190.740738,0,0.975264,0.976045,0.000805,27.09969,26.828548,0.280118,150.437862,150.706207,0.617844,1.780108,1.407846,0.246085,0.44735,0.460057,0.047201,764.150405,764.735291,1.683519,156.655956,156.934372,0.643796,8.809203,8.855448,0.105839,767.857855,765.682007,1.435502,28.219717,27.937321,0.291749,795.731106,796.338379,1.760319,20.917072,22.725367,4.830042,18.958953,21.176739,4.991487,20.204196,22.296223,4.494764,0.454479,0.347719,0.1012,8.459597,8.504011,0.101819,21.847931,23.355448,4.659109,23.093174,24.474934,4.168999,3.482762,3.483453,0.000535,5.242104,5.244843,0.002163,89.267258,89.267258,0,6.340745,6.340745,0,-3.872527,-3.872527,0,0,0,0,563.249105,563.248718,0.000839,0.001921,0.002237,0.000229,398.680872,371.089569,34.27639,1.345868,1.343972,0.001612
102,TESTANMA_4258.LAB,6/3/2020,06:03.4,739.349481,736.032349,2.312764,27.146835,26.885614,0.315358,27.429411,29.224857,1.47373,0.448249,0.369844,0.110139,0.418886,0.437373,0.026522,1.290391,-1.449228,2.724298,-5.007607,-0.088437,4.034931,3.957144,3.96915,0.007703,1.860235,1.645455,0.173759,8.03331,8.067204,0.032507,8.529651,8.494768,0.095572,149.009078,150.366577,0.97857,0.014961,0.014919,0.000256,1.208644,1.156242,0.46299,11.923572,11.268426,1.423785,1.628981,1.881871,0.197415,2.004488,1.557202,0.340638,-2.551673,0.516736,3.169432,0.216749,-0.466784,0.460732,0.313162,0.195344,0.682402,2.343594,2.808151,2.324918,0.439778,-1.879173,1.883449,0.034278,0.021919,0.00854,0.187256,0.278824,0.349287,0.065391,0.072085,0.02433,0.598754,0.393323,0.345209,190.740738,190.740738,0,0.975264,0.975724,0.000708,27.146835,26.885614,0.315358,149.009078,150.366577,0.97857,2.004488,1.557202,0.340638,0.418886,0.437373,0.026522,768.83991,765.726135,2.374581,155.148499,156.581558,1.027666,8.881068,8.845867,0.099497,769.810549,766.453247,2.357943,28.26532,27.996881,0.327645,800.516369,797.374084,2.423181,26.026547,23.331402,5.057301,23.82161,21.618479,5.135396,23.388111,22.552048,4.517786,0.448249,0.369844,0.110139,8.529651,8.494768,0.095572,26.153422,23.898329,4.826418,25.719923,24.831898,4.187591,3.482643,3.48314,0.000431,5.246325,5.244546,0.001708,89.267258,89.267258,0,6.340745,6.340745,0,-3.872527,-3.872527,0,0,0,0,563.250488,563.24884,0.00103,0.001528,0.002033,0.000318,397.047058,368.711121,31.274542,1.345478,1.34408,0.001708
103,TESTANMA_4259.LAB,6/3/2020,06:03.6,732.734766,735.525085,2.756984,26.642886,26.794397,0.303973,27.155045,28.633408,1.615166,0.503179,0.426367,0.083727,0.363592,0.429354,0.041234,-1.17513,-1.516898,2.709444,-5.912329,-0.636932,4.691509,3.995823,3.972989,0.014311,2.352359,1.809468,0.343939,7.995389,8.048899,0.042779,8.405659,8.450003,0.063851,149.481885,150.265961,1.050806,0.015141,0.014893,0.000215,0.794489,0.965368,0.337246,13.674197,11.321614,1.525071,2.202293,1.938975,0.245479,1.990784,1.711251,0.324088,-2.520581,0.565715,3.107313,0.489263,-0.32,0.633651,0.603399,0.0745,0.482567,3.587725,2.884167,2.347351,-2.585653,-2.075535,1.898686,0.011231,0.019844,0.009802,-0.753956,0.094859,0.585804,-0.196626,0.025357,0.124926,0.678671,0.378734,0.327361,190.740738,190.740738,0,0.975264,0.975402,0.00031,26.642886,26.794397,0.303973,149.481885,150.265961,1.050806,1.990784,1.711251,0.324088,0.363592,0.429354,0.041234,762.965378,765.203552,2.682771,155.703606,156.483063,1.09523,8.75551,8.799597,0.065535,763.232239,765.955444,2.776654,27.751746,27.902981,0.314279,794.720995,796.861633,2.702072,29.525362,23.140705,4.72765,27.335499,21.258331,4.500227,26.356973,21.898329,3.314652,0.503179,0.426367,0.083727,8.405659,8.450003,0.063851,28.835319,23.496916,4.139009,27.856793,24.136917,2.942415,3.483296,3.483078,0.000364,5.246309,5.244895,0.001882,89.267258,89.267258,0,6.340745,6.340745,0,-3.872527,-3.872527,0,0,0,0,563.250558,563.249329,0.001172,0.002166,0.002036,0.00032,372.053252,370.82309,31.020794,1.345626,1.344676,0.001599
104,TESTANMA_4260.LAB,6/3/2020,06:03.8,736.531722,735.93103,2.717819,25.905149,26.671864,0.502194,26.805707,28.403881,1.806214,0.459025,0.461599,0.024021,0.49901,0.440097,0.052014,-0.89784,-0.725827,1.967725,-0.506588,-0.93997,4.606818,4.030841,3.985591,0.02892,2.389095,1.925873,0.430519,8.084753,8.058492,0.044718,8.42019,8.436785,0.061251,151.459832,150.412277,1.174876,0.014779,0.014919,0.000185,-0.233571,0.638807,0.541051,10.847968,11.424137,1.457948,2.713872,2.135123,0.389475,0.908031,1.64491,0.453035,-1.232077,-0.217756,2.927966,-0.706937,-0.316345,0.630776,-0.486485,-0.086616,0.513948,2.233659,2.095282,1.457892,-2.094029,-2.328506,1.771086,0.003105,0.016824,0.012412,-0.131976,0.092689,0.586823,-0.155909,-0.022324,0.141996,0.643463,0.394602,0.340263,190.740738,190.740738,0,0.972147,0.97464,0.001394,25.905149,26.671864,0.502194,151.459832,150.412277,1.174876,0.908031,1.64491,0.453035,0.49901,0.440097,0.052014,764.670531,764.69812,2.440257,157.821659,156.656219,1.246648,8.773921,8.786994,0.06255,767.469369,766.47937,2.76297,26.993475,27.778965,0.515176,796.789875,796.440308,2.458794,17.552835,22.268751,5.369294,16.554,20.459351,4.986074,17.967874,21.092041,3.74618,0.459025,0.461599,0.024021,8.42019,8.436785,0.061251,19.086156,22.799566,4.601497,20.50003,23.432261,3.367586,3.485082,3.483393,0.000983,5.243806,5.244467,0.001825,89.267258,89.267258,0,6.340745,6.340745,0,-3.872527,-3.872527,0,0,0,0,563.250444,563.249817,0.000941,0.003701,0.002321,0.000824,312.144595,368.751862,35.127754,1.345496,1.345376,0.00056
105,TESTANMA_4261.LAB,6/3/2020,06:04.0,747.088132,738.617432,5.309634,26.957265,26.750366,0.511851,27.513683,27.960693,1.666013,0.513673,0.475721,0.030327,0.148774,0.375522,0.135873,-0.155937,-0.02029,1.069473,0.206883,-1.928929,3.324454,4.092054,4.008979,0.054395,1.566402,1.931767,0.424015,8.363195,8.117154,0.144488,8.68871,8.500761,0.115532,153.062566,150.690247,1.6256,0.014854,0.014952,0.000142,-0.68231,0.391573,0.806761,13.983658,12.253033,1.508821,2.540418,2.224961,0.426833,1.656504,1.667983,0.449352,2.58121,-0.584888,2.234527,-0.322096,-0.189128,0.524088,0.685799,0.158183,0.536105,1.794343,1.925416,1.427179,-3.888981,-2.225094,1.628838,0.028693,0.020356,0.012856,0.084699,0.043258,0.571859,0.009748,-0.034785,0.13416,-1.144788,0.14846,0.780164,190.740738,190.740738,0,0.96209,0.972006,0.005705,26.957265,26.750366,0.511851,153.062566,150.690247,1.6256,1.656504,1.667983,0.449352,0.148774,0.375522,0.135873,775.83974,767.293152,5.265949,159.592957,156.984528,1.776543,9.059428,8.855826,0.123528,778.96274,769.466614,5.825372,28.107436,27.867542,0.52849,808.940459,799.339722,5.796868,24.584027,23.721167,4.627614,22.761873,21.886387,4.219259,23.406064,22.264645,3.241136,0.513673,0.475721,0.030327,8.68871,8.500761,0.115532,24.300097,24.044582,3.770773,24.944289,24.422842,2.779515,3.485271,3.48381,0.001273,5.23846,5.243401,0.003289,89.267258,89.267258,0,6.340745,6.340745,0,-3.872527,-3.872527,0,0,0,0,563.250064,563.250122,0.00061,0.003283,0.00252,0.000928,311.166647,358.218475,43.797665,1.344095,1.345312,0.000698
