,Spectrum,Date,Time,"""NO (350,3000) 191C""","""NO (350,3000) 191C average""","""NO (350,3000) 191C stdev""",NO2 (150) 191C (1of2),NO2 (150) 191C (1of2) average,NO2 (150) 191C (1of2) stdev,NO2 (2000) 191C (2of2),NO2 (2000) 191C (2of2) average,NO2 (2000) 191C (2of2) stdev,"""N2O (100,200,300) 191C (1of2)""","""N2O (100,200,300) 191C (1of2) average""","""N2O (100,200,300) 191C (1of2) stdev""",NH3 (300) 191C (1of2),NH3 (300) 191C (1of2) average,NH3 (300) 191C (1of2) stdev,NH3 (3000) 191C (2of2),NH3 (3000) 191C (2of2) average,NH3 (3000) 191C (2of2) stdev,HNCO (400) 191C,HNCO (400) 191C average,HNCO (400) 191C stdev,H2O% (25) 191C,H2O% (25) 191C average,H2O% (25) 191C stdev,"""Formaldehyde (70,500) 191C""","""Formaldehyde (70,500) 191C average""","""Formaldehyde (70,500) 191C stdev""",CO2 low% (4) 191C (2of2),CO2 low% (4) 191C (2of2) average,CO2 low% (4) 191C (2of2) stdev,CO2% (20) 191C (1of2) R4,CO2% (20) 191C (1of2) R4 average,CO2% (20) 191C (1of2) R4 stdev,CO (500) 191C (1of3),CO (500) 191C (1of3) average,CO (500) 191C (1of3) stdev,CO% (1) 191C (2of3),CO% (1) 191C (2of3) average,CO% (1) 191C (2of3) stdev,"""Propylene (200,1000) 191C""","""Propylene (200,1000) 191C average""","""Propylene (200,1000) 191C stdev""",Diesel C1 (4500) 191C,Diesel C1 (4500) 191C average,Diesel C1 (4500) 191C stdev,"""Ethylene (100,3000) 191C""","""Ethylene (100,3000) 191C average""","""Ethylene (100,3000) 191C stdev""",CH4 (250) 191C (1of2),CH4 (250) 191C (1of2) average,CH4 (250) 191C (1of2) stdev,CH4 (3000) 191C (2of2),CH4 (3000) 191C (2of2) average,CH4 (3000) 191C (2of2) stdev,Ethane (1000) 191C,Ethane (1000) 191C average,Ethane (1000) 191C stdev,Acetylene (1000) 191C,Acetylene (1000) 191C average,Acetylene (1000) 191C stdev,HNO2 (20) 191C,HNO2 (20) 191C average,HNO2 (20) 191C stdev,N2O (1040) 191C (2of2),N2O (1040) 191C (2of2) average,N2O (1040) 191C (2of2) stdev,CO% (10) 191C (3of3),CO% (10) 191C (3of3) average,CO% (10) 191C (3of3) stdev,MeOH (1000) 191C,MeOH (1000) 191C average,MeOH (1000) 191C stdev,Formic Acid (100) 191C,Formic Acid (100) 191C average,Formic Acid (100) 191C stdev,SO2 (300) 191C,SO2 (300) 191C average,SO2 (300) 191C stdev,Temp (C),Temp (C) average,Temp (C) stdev,Pressure (Atm),Pressure (Atm) average,Pressure (Atm) stdev,NO2 autorange,NO2 autorange average,NO2 autorange stdev,CO autorange,CO autorange average,CO autorange stdev,CH4 autorange,CH4 autorange average,CH4 autorange stdev,NH3 autorange,NH3 autorange average,NH3 autorange stdev,NOx autorange,NOx autorange average,NOx autorange stdev,CO autorange dry,CO autorange dry average,CO autorange dry stdev,CO2% autorange dry,CO2% autorange dry average,CO2% autorange dry stdev,NO dry,NO dry average,NO dry stdev,NO2 autorange dry,NO2 autorange dry average,NO2 autorange dry stdev,NOx autorange dry,NOx autorange dry average,NOx autorange dry stdev,FIDeq THC ppmC,FIDeq THC ppmC average,FIDeq THC ppmC stdev,FIDeq NMHC ppmC,FIDeq NMHC ppmC average,FIDeq NMHC ppmC stdev,FIDeq NMNEHC ppmC,FIDeq NMNEHC ppmC average,FIDeq NMNEHC ppmC stdev,N2O autorange,N2O autorange average,N2O autorange stdev,CO2% autorange,CO2% autorange average,CO2% autorange stdev,FTIR NMHC ppmC,FTIR NMHC ppmC average,FTIR NMHC ppmC stdev,FTIR NMNEHC ppmC,FTIR NMNEHC ppmC average,FTIR NMNEHC ppmC stdev,Igram DC,Igram DC average,Igram DC stdev,Igram PP,Igram PP average,Igram PP stdev,phase Angle,phase Angle average,phase Angle stdev,laser PP,laser PP average,laser PP stdev,laser DC,laser DC average,laser DC stdev,Bad Scan counter,Bad Scan counter average,Bad Scan counter stdev,Centerburst Location,Centerburst Location average,Centerburst Location stdev,Linearizer Check,Linearizer Check average,Linearizer Check stdev,SNR 2500,SNR 2500 average,SNR 2500 stdev,sBeam @ 2500,sBeam @ 2500 average,sBeam @ 2500 stdev
246,TESTANMA_4386.LAB,6/3/2020,06:32.2,735.717472,732.810669,3.561823,26.380452,26.437693,0.129614,29.968254,29.874096,1.80719,0.639718,0.439772,0.112751,0.207864,0.272719,0.127711,1.151842,0.604212,2.623027,-1.61704,-0.378635,2.120155,4.025785,3.988902,0.028786,1.919892,1.522647,0.439423,8.161646,8.143564,0.088282,8.495443,8.584712,0.081953,151.400544,151.773026,0.958272,0.015173,0.014694,0.000466,-0.08056,0.516434,1.091102,13.591572,13.721762,1.058206,1.738972,2.086383,0.381949,0.92115,1.663718,0.528898,-1.182205,1.696738,2.195395,0.278375,-0.292975,0.364741,0.18526,0.488058,0.347306,3.689393,3.941747,0.928065,-5.835133,-1.523717,2.475463,0.015584,0.012797,0.007435,0.174069,-0.747324,1.031869,-0.121564,-0.02607,0.084156,0.746809,0.124674,0.355318,190.740738,190.717438,0.044316,0.973336,0.973336,0,26.380452,26.437693,0.129614,151.400544,151.773026,0.958272,0.92115,1.663718,0.528898,0.207864,0.272719,0.127711,765.787318,763.190186,3.784744,157.751411,158.078461,0.964094,8.851791,8.941362,0.083989,766.578426,763.256958,3.869602,27.487022,27.536053,0.128686,797.909376,794.898499,4.105084,23.437712,26.37582,3.808802,22.424447,24.545732,3.73714,21.867697,25.131683,3.917522,0.639718,0.439772,0.112751,8.495443,8.584712,0.081953,24.484553,25.385866,2.793134,23.927803,25.971813,2.900951,3.484337,3.484259,0.000499,5.243071,5.249053,0.013496,90.066429,90.066429,0,6.219573,6.219573,0,-3.874725,-3.874725,0,0,0,0,563.248381,563.25,0.004886,0.001221,0.001601,0.000303,270.44598,294.038879,24.687248,1.34813,1.345062,0.002634
247,TESTANMA_4387.LAB,6/3/2020,06:32.4,732.295208,733.618958,2.597171,26.675913,26.472834,0.16872,25.245135,29.096035,2.780222,0.55338,0.469009,0.120854,0.310549,0.235825,0.051108,-1.900933,0.907631,2.071118,-0.807061,-0.750679,1.96352,4.001559,3.992905,0.028899,1.814226,1.715145,0.235579,8.133024,8.151487,0.084346,8.487846,8.582034,0.085505,152.365963,151.754364,0.942354,0.015191,0.01475,0.000514,-0.015206,0.281725,1.043692,13.820152,13.918958,0.936302,1.762454,2.050778,0.406461,1.142705,1.629702,0.561571,-1.030883,1.523164,2.403625,0.652599,-0.103424,0.558256,0.499979,0.401965,0.249929,1.274831,3.544822,1.525156,0.485621,-1.458946,2.534131,0.018664,0.013799,0.007902,0.553851,-0.48452,1.18391,-0.105841,-0.067823,0.04831,0.291425,0.198411,0.340898,190.740738,190.737778,0.006592,0.973336,0.973336,0,26.675913,26.472834,0.16872,152.365963,151.754364,0.942354,1.142705,1.629702,0.561571,0.310549,0.235825,0.051108,760.245952,763.636597,3.089178,158.717111,158.065643,0.952778,8.841646,8.93894,0.087258,762.820536,764.130737,2.879961,27.787821,27.573797,0.17214,791.936476,795.39679,3.361577,25.724652,26.040524,3.769566,24.467677,24.247854,3.654977,23.16248,24.454702,3.904163,0.55338,0.469009,0.120854,8.487846,8.582034,0.085505,26.703887,25.497206,2.841742,25.398689,25.704052,2.874274,3.484949,3.484263,0.000504,5.238471,5.242483,0.005678,90.066429,90.066429,0,6.219573,6.219573,0,-3.874725,-3.874725,0,0,0,0,563.245385,563.247498,0.002529,0.001762,0.001673,0.000287,277.143096,283.127838,13.321276,1.347478,1.345641,0.002815
248,TESTANMA_4388.LAB,6/3/2020,06:32.6,733.803786,734.443787,1.422501,26.436937,26.433054,0.142014,23.992298,28.447247,3.5848,0.276392,0.446432,0.147155,0.378673,0.274948,0.071442,-3.200372,0.334659,2.777,-0.030954,-0.264043,1.718986,3.972455,3.997533,0.020927,1.80831,1.797779,0.153398,8.002761,8.094109,0.061285,8.435946,8.541593,0.099069,152.893237,151.804138,1.005558,0.015131,0.014784,0.000536,-0.721422,-0.261611,0.487648,12.146585,13.383191,1.047743,2.061683,1.927821,0.22016,1.26983,1.503348,0.556148,4.463638,1.728637,2.64031,-0.153352,-0.043837,0.526861,0.153569,0.383228,0.267333,2.052056,3.146678,1.619583,0.974052,-1.102653,2.763491,0.005295,0.010391,0.006914,0.630021,0.139818,0.466671,0.12813,-0.040514,0.100592,1.107459,0.444389,0.47057,190.740738,190.740738,0,0.976277,0.973924,0.001315,26.436937,26.433054,0.142014,152.893237,151.804138,1.005558,1.26983,1.503348,0.556148,0.378673,0.274948,0.071442,762.292779,764.02356,2.668362,159.218062,158.125107,1.025968,8.78493,8.897262,0.103117,764.159387,765.026306,1.530658,27.530611,27.533716,0.148022,793.826829,795.83783,2.847804,19.717711,23.470331,2.300551,18.320897,21.816648,2.247724,18.627601,21.904324,1.900661,0.276392,0.446432,0.147155,8.435946,8.541593,0.099069,20.923885,23.71398,2.148129,21.230589,23.801655,1.547198,3.485081,3.484382,0.000626,5.237978,5.242939,0.005054,90.066429,90.066429,0,6.219573,6.219573,0,-3.874725,-3.874725,0,0,0,0,563.24469,563.247498,0.002529,0.002095,0.001777,0.000333,280.321503,278.36319,6.373296,1.347144,1.346792,0.00152
249,TESTANMA_4389.LAB,6/3/2020,06:32.8,731.423124,733.610962,1.763715,26.28346,26.421413,0.153313,25.869258,27.375311,3.337892,0.214829,0.416069,0.179779,0.297665,0.281656,0.071746,-3.696961,-1.05828,2.68312,0.457401,0.120332,1.593767,3.987395,3.998602,0.020056,1.902444,1.870422,0.054415,8.024379,8.078546,0.068208,8.493156,8.505097,0.06515,151.67227,151.723511,0.994469,0.014772,0.01493,0.000351,-0.063814,-0.338932,0.393354,10.507641,12.970438,1.669508,2.228906,1.92389,0.213062,1.443278,1.39455,0.486684,4.273382,1.957164,2.834327,0.092558,0.118226,0.368593,0.783654,0.483602,0.31046,2.502449,3.001658,1.642828,-2.602502,-1.631527,2.742655,0.01151,0.010617,0.006932,0.762942,0.377189,0.406171,0.035227,-0.027496,0.106361,1.015598,0.644637,0.454589,190.740738,190.740738,0,0.977834,0.974824,0.002111,26.28346,26.421413,0.153313,151.67227,151.723511,0.994469,1.443278,1.39455,0.486684,0.297665,0.281656,0.071746,760.209034,763.034058,3.035278,157.970859,158.042847,1.016649,8.845898,8.859355,0.06873,761.798107,764.167114,1.933943,27.37502,27.521908,0.159842,791.779457,794.815796,3.262689,21.891858,23.130627,2.401579,20.304252,21.596622,2.3497,20.119137,21.360168,1.954553,0.214829,0.416069,0.179779,8.493156,8.505097,0.06515,22.904723,23.764843,2.119469,22.719607,23.528393,1.604053,3.4853,3.484673,0.000653,5.254307,5.244819,0.007243,90.066429,90.066429,0,6.219573,6.219573,0,-3.874725,-3.874725,0,0,0,0,563.241708,563.246216,0.003539,0.002667,0.001923,0.000525,307.655786,282.331604,14.598629,1.347009,1.347357,0.000472
250,TESTANMA_4390.LAB,6/3/2020,06:33.0,728.411918,732.330261,2.730473,26.436558,26.442663,0.144647,28.23818,26.662624,2.407224,0.411457,0.419155,0.179481,0.096719,0.258294,0.108882,-1.051485,-1.739582,1.925168,-0.032013,-0.405933,0.814471,4.001575,3.997754,0.019762,1.996401,1.888255,0.078691,8.067282,8.077819,0.068329,8.569028,8.496284,0.047471,151.259098,151.918228,0.691747,0.014313,0.014916,0.000378,0.40352,-0.095496,0.402639,12.030279,12.419246,1.343201,2.070857,1.972574,0.213323,1.548361,1.265065,0.247633,0.908064,1.486399,2.757891,0.541032,0.282242,0.327824,1.777841,0.680061,0.665264,2.327933,2.369332,0.874727,-4.539917,-2.303576,3.003537,0.021585,0.014528,0.006371,0.464188,0.517014,0.2208,-0.038504,-0.020511,0.103703,0.283101,0.688878,0.389851,190.740738,190.740738,0,0.977834,0.975723,0.00227,26.436558,26.442663,0.144647,151.259098,151.918228,0.691747,1.548361,1.265065,0.247633,0.096719,0.258294,0.108882,757.176409,761.142273,3.174207,157.563994,158.244293,0.698624,8.926219,8.850097,0.050332,758.774737,762.826233,2.886524,27.538515,27.543797,0.151211,788.73822,792.838074,3.370384,28.377616,23.829908,3.357519,26.674419,22.438339,3.300395,25.592355,21.873854,2.697455,0.411457,0.419155,0.179481,8.569028,8.496284,0.047471,28.65298,24.734005,3.048126,27.570916,24.169521,2.443273,3.485037,3.484941,0.000361,5.26195,5.247155,0.010564,90.066429,90.066429,0,6.219573,6.219573,0,-3.874725,-3.874725,0,0,0,0,563.242719,563.244507,0.002577,0.003157,0.00218,0.000757,334.410532,293.995392,26.671797,1.346292,1.34721,0.000672
251,TESTANMA_4391.LAB,6/3/2020,06:33.2,729.425409,731.071899,2.171944,26.46005,26.458584,0.140406,29.015695,26.472113,2.098047,0.651018,0.421415,0.18299,0.085222,0.233765,0.134,3.49934,-1.270082,2.863953,-2.461729,-0.574871,1.147854,3.98866,3.990329,0.012078,2.024058,1.909088,0.100051,8.006303,8.04675,0.054627,8.504293,8.498054,0.047597,152.495306,152.137177,0.659429,0.014512,0.014784,0.000382,-0.533777,-0.18614,0.447007,14.83825,12.668582,1.686946,1.749169,1.974614,0.210562,1.224036,1.325642,0.166092,-0.100289,1.702782,2.529124,-0.251324,0.176303,0.40572,1.789107,1.00083,0.748498,2.967772,2.225008,0.6269,-5.155861,-2.167722,2.813196,0.013257,0.014062,0.00636,0.05557,0.493314,0.268105,0.215997,0.047002,0.128406,0.219496,0.583416,0.438545,190.740738,190.740738,0,0.977834,0.976623,0.001957,26.46005,26.458584,0.140406,152.495306,152.137177,0.659429,1.224036,1.325642,0.166092,0.085222,0.233765,0.134,758.853231,759.755493,1.89407,158.830489,158.460114,0.674559,8.85759,8.851256,0.050447,759.728366,761.456238,2.205737,27.559287,27.558252,0.147843,790.378749,791.331909,1.899098,26.971441,24.536655,3.616272,25.625002,23.078449,3.594313,26.12765,22.725843,3.300392,0.651018,0.421415,0.18299,8.504293,8.498054,0.047597,27.299834,25.297062,3.244241,27.802482,24.944456,2.916149,3.484189,3.484911,0.000424,5.247889,5.248118,0.010315,90.066429,90.066429,0,6.219573,6.219573,0,-3.874725,-3.874725,0,0,0,0,563.249634,563.244812,0.003064,0.003068,0.00255,0.000608,336.093506,307.124878,28.290007,1.345229,1.34663,0.000895
252,TESTANMA_4392.LAB,6/3/2020,06:33.4,727.52416,730.117615,2.520243,25.97011,26.317423,0.206518,27.091403,26.841366,1.987681,0.55464,0.421667,0.183218,0.577975,0.287251,0.206219,0.529403,-0.784015,2.935463,-2.090266,-0.831512,1.340099,3.983918,3.9868,0.010443,2.002778,1.946798,0.090429,7.981607,8.016466,0.032215,8.392874,8.479059,0.067484,151.060556,151.876083,0.791409,0.015543,0.014854,0.000492,-0.908012,-0.364701,0.531912,12.767221,12.457994,1.56884,1.806306,1.983384,0.200173,1.291387,1.355378,0.135677,1.418599,2.192679,2.061172,-1.224813,-0.19918,0.649955,1.527806,1.206395,0.717036,4.301494,2.830341,0.887248,-6.335726,-3.531991,2.858416,0.00012,0.010353,0.008158,0.79974,0.542492,0.302349,0.274813,0.123132,0.127974,0.307987,0.586728,0.435843,190.740738,190.740738,0,0.977834,0.977523,0.000696,25.97011,26.317423,0.206518,151.060556,151.876083,0.791409,1.291387,1.355378,0.135677,0.577975,0.287251,0.206219,757.795763,759.265442,2.046288,157.328344,158.182343,0.813821,8.741102,8.831148,0.071063,757.710919,760.434265,2.569302,27.047629,27.410212,0.215573,789.23883,790.792358,2.060736,20.717529,23.535231,3.888117,19.297004,22.044315,3.830749,21.746629,22.442673,3.314273,0.55464,0.421667,0.183218,8.392874,8.479059,0.067484,21.807641,24.317812,3.446108,24.257266,24.716171,2.916378,3.484187,3.484759,0.00053,5.248739,5.250173,0.008829,90.071682,90.067482,0.002347,6.219573,6.219573,0,-3.874725,-3.874725,0,0,0,0,563.249923,563.245728,0.003848,0.002935,0.002784,0.000428,335.509404,318.798157,24.631006,1.345431,1.346221,0.000878
253,TESTANMA_4392.LAB,6/3/2020,06:33.6,726.788119,728.714478,1.807012,26.176962,26.265427,0.201574,27.1198,27.466867,1.204946,0.638494,0.494088,0.183003,0.456527,0.302821,0.21748,-0.087254,-0.161392,2.606538,0.491518,-0.727018,1.435129,3.950472,3.982404,0.019063,1.823906,1.949917,0.084534,7.966567,8.009229,0.039343,8.45465,8.4828,0.064968,151.354071,151.568268,0.563348,0.015266,0.014881,0.000514,-0.566,-0.333617,0.509941,12.674091,12.563497,1.560377,2.162099,2.003467,0.214516,1.687197,1.438852,0.188135,0.316553,1.363262,1.726025,-0.880707,-0.344651,0.715251,2.033758,1.582433,0.481047,2.672344,2.954398,0.789164,-4.15337,-4.557475,1.369833,0.007666,0.010828,0.007854,0.208188,0.458126,0.329458,0.197054,0.136917,0.132286,-0.183653,0.328506,0.432657,190.740738,190.740738,0,0.977834,0.977834,0,26.176962,26.265427,0.201574,151.354071,151.568268,0.563348,1.687197,1.438852,0.188135,0.456527,0.302821,0.21748,755.637425,757.934448,1.723948,157.579097,157.854568,0.592279,8.802362,8.834635,0.068614,756.68097,758.938599,1.964141,27.25353,27.354797,0.212477,786.717407,789.370483,1.889161,24.580432,24.507774,3.250369,22.724515,22.925039,3.217881,24.485929,23.61434,2.583298,0.638494,0.494088,0.183003,8.45465,8.4828,0.064968,24.27147,24.987329,2.904513,26.032884,25.67663,2.179052,3.484179,3.484578,0.000547,5.251759,5.252929,0.005648,90.09034,90.072258,0.010359,6.219573,6.219573,0,-3.874725,-3.874725,0,0,0,0,563.250949,563.246948,0.004407,0.002465,0.002859,0.000287,333.434584,329.420746,12.209825,1.346147,1.346021,0.000714
254,TESTANMA_4393.LAB,6/3/2020,06:33.8,726.294794,727.688843,1.257006,26.368236,26.282383,0.206963,27.289293,27.750874,0.849037,0.623832,0.575888,0.099186,0.312432,0.305775,0.217492,-1.003769,0.377247,1.866471,2.546762,-0.309146,2.042063,3.926036,3.970132,0.031036,1.750513,1.919531,0.123972,7.972669,7.998885,0.04112,8.525352,8.48924,0.067786,151.277685,151.489334,0.572695,0.015075,0.014941,0.000516,-0.053443,-0.331542,0.511332,12.584779,12.978925,1.078206,2.325871,2.022861,0.242544,2.014979,1.553192,0.319419,-0.679312,0.372723,0.82373,-0.469923,-0.457147,0.672235,2.171533,1.860009,0.249687,1.43407,2.740722,1.045224,-2.68713,-4.574401,1.339833,0.016009,0.011727,0.008202,-0.239708,0.257596,0.395969,0.086416,0.147155,0.124181,-0.366156,0.052155,0.307156,190.740738,190.740738,0,0.97715,0.977697,0.000306,26.368236,26.282383,0.206963,151.277685,151.489334,0.572695,2.014979,1.553192,0.319419,0.312432,0.305775,0.217492,754.0971,756.711975,1.868645,157.459521,157.752289,0.611027,8.873743,8.840202,0.07085,755.974673,757.773926,1.521297,27.445771,27.368946,0.216478,784.913159,787.997253,2.174377,27.744606,25.678326,3.124208,25.528129,23.969814,2.994529,26.467975,24.884108,1.90781,0.623832,0.575888,0.099186,8.525352,8.48924,0.067786,26.481308,25.702646,2.696346,27.421154,26.61694,1.489255,3.484204,3.484359,0.000379,5.2532,5.252707,0.005602,90.112466,90.081467,0.019923,6.219573,6.219573,0,-3.874725,-3.874725,0,0,0,0,563.251534,563.248962,0.003563,0.002251,0.002775,0.000396,333.386951,334.566986,1.216317,1.346425,1.345905,0.000539
255,TESTANMA_4394.LAB,6/3/2020,06:34.0,727.428701,727.49231,1.19078,26.475231,26.290119,0.214742,27.767898,27.656818,0.806543,0.220168,0.53763,0.181337,0.095744,0.30558,0.217727,-2.568779,0.073788,2.242332,1.400455,-0.022652,2.18607,3.947324,3.959282,0.026438,2.125997,1.945451,0.153978,8.09047,8.003523,0.050905,8.582176,8.491869,0.071792,150.427507,151.323029,0.749682,0.015249,0.015129,0.000384,0.601837,-0.291879,0.584991,13.062782,13.185425,0.941276,1.616614,1.932012,0.298653,1.8295,1.60942,0.342282,-0.073933,0.176324,0.780091,-0.070024,-0.579358,0.470751,0.133363,1.531113,0.819003,2.433551,2.761846,1.035821,-4.091811,-4.48478,1.357586,0.016636,0.010738,0.006912,0.102132,0.185185,0.381588,-0.066926,0.141471,0.134985,0.594673,0.114469,0.38696,190.740738,190.740738,0,0.973336,0.976798,0.001958,26.475231,26.290119,0.214742,150.427507,151.323029,0.749682,1.8295,1.60942,0.342282,0.095744,0.30558,0.217727,756.337482,756.544189,1.854129,156.60928,157.561356,0.80345,8.934869,8.841932,0.07353,757.322645,757.483521,1.417549,27.563238,27.373892,0.221543,787.419431,787.733521,2.141769,24.614032,24.925608,2.741183,22.601581,23.155247,2.603285,22.74163,24.313961,2.0629,0.220168,0.53763,0.181337,8.582176,8.491869,0.071792,24.961377,24.964325,2.133106,25.101425,26.123043,1.50321,3.484497,3.484251,0.000138,5.245983,5.249514,0.00293,90.146347,90.09745,0.032762,6.219573,6.219573,0,-3.874725,-3.874725,0,0,0,0,563.249785,563.250366,0.000838,0.003171,0.002778,0.0004,343.026859,336.290253,3.956459,1.344537,1.345554,0.000753
256,TESTANMA_4395.LAB,6/3/2020,06:34.2,729.723771,727.55188,1.313061,26.580005,26.314108,0.243278,26.044612,27.062601,0.630324,0.501538,0.507734,0.169933,0.1125,0.311036,0.211065,0.95147,-0.435786,1.400876,0.216113,0.512916,1.716782,3.957887,3.953127,0.020889,1.907793,1.922198,0.147794,8.129033,8.028069,0.07599,8.447903,8.480591,0.073754,153.964359,151.616837,1.36188,0.014863,0.015199,0.000252,-1.615288,-0.508181,0.840806,14.089202,13.035614,0.615786,1.903753,1.962929,0.282561,1.565014,1.677615,0.273325,3.005546,0.79749,1.451974,-0.677431,-0.66458,0.433626,-1.081579,0.956976,1.395931,2.716269,2.711545,1.029408,-0.542527,-3.562112,2.133459,-0.007027,0.006681,0.010223,0.022089,0.178488,0.384713,0.155322,0.129336,0.129214,-0.90783,-0.110996,0.587121,190.740738,190.740738,0,0.973336,0.975898,0.002356,26.580005,26.314108,0.243278,153.964359,151.616837,1.36188,1.565014,1.677615,0.273325,0.1125,0.311036,0.211065,759.020044,756.577515,1.906814,160.309262,157.857086,1.421716,8.796052,8.829625,0.075381,759.796563,757.497131,1.44461,27.67536,27.397106,0.250071,790.300089,787.717773,2.117649,15.804846,22.692287,4.585865,14.083331,20.846912,4.377964,15.438193,22.176071,4.173103,0.501538,0.507734,0.169933,8.447903,8.480591,0.073754,16.549249,22.814207,3.887301,17.904111,24.143368,3.680126,3.484861,3.484386,0.000297,5.240759,5.248088,0.004954,90.146347,90.113441,0.033333,6.219573,6.219573,0,-3.874725,-3.874725,0,0,0,0,563.248704,563.250183,0.001098,0.002471,0.002659,0.00038,337.827123,336.636993,4.010499,1.344892,1.345486,0.000802
257,TESTANMA_4396.LAB,6/3/2020,06:34.4,735.074095,729.06189,3.608277,26.479179,26.415924,0.153149,24.029299,26.45018,1.492819,0.470877,0.490982,0.168274,0.108664,0.217173,0.161121,4.025787,0.263491,2.46875,-0.54444,0.822081,1.18879,4.027833,3.96191,0.038706,1.886032,1.898848,0.140944,8.111968,8.054141,0.078389,8.508203,8.503656,0.055152,154.063917,152.217499,1.6803,0.01478,0.015047,0.000221,-1.698622,-0.666303,0.994999,11.284968,12.739164,1.008723,1.736035,1.948874,0.293822,1.92752,1.804842,0.181089,2.439172,1.001605,1.622802,0.304493,-0.358719,0.476867,-0.188476,0.61372,1.431047,2.544415,2.36013,0.529446,0.803268,-2.134314,2.200975,0.03227,0.013111,0.014345,-0.299183,-0.041296,0.219491,-0.163856,0.041602,0.152559,-1.143552,-0.401304,0.67972,190.740738,190.740738,0,0.973336,0.974998,0.002289,26.479179,26.415924,0.153149,154.063917,152.217499,1.6803,1.92752,1.804842,0.181089,0.108664,0.217173,0.161121,764.097688,757.837952,3.926498,160.529789,158.497391,1.795752,8.865279,8.854461,0.057184,765.924002,759.139771,4.056564,27.590486,27.50568,0.163145,796.165687,789.103149,4.398729,15.969016,21.742586,5.498037,13.848744,19.757259,5.415296,13.239758,20.474697,5.806441,0.470877,0.490982,0.168274,8.508203,8.503656,0.055152,15.265938,21.505869,5.192516,14.656952,22.223307,5.606229,3.484666,3.484481,0.000295,5.232048,5.24475,0.00865,90.146347,90.128372,0.02583,6.219573,6.219573,0,-3.874725,-3.874725,0,0,0,0,563.246033,563.24939,0.002176,0.001758,0.002423,0.000509,319.658997,333.466888,8.675683,1.346147,1.345629,0.000852
258,TESTANMA_4397.LAB,6/3/2020,06:34.6,740.105074,731.725281,5.774788,26.363223,26.453176,0.090215,24.296059,25.885431,1.696407,0.457842,0.454851,0.146694,0.098566,0.145581,0.093529,-2.305601,-0.180179,2.73276,0.533196,0.830417,1.186036,4.008056,3.973427,0.042802,1.292008,1.792469,0.31045,8.105098,8.081847,0.062587,8.532068,8.51914,0.048409,154.182126,152.783112,1.789431,0.015497,0.015093,0.000291,0.765188,-0.400065,1.187938,12.342283,12.672803,1.024859,1.409273,1.798309,0.345572,1.312502,1.729903,0.287946,0.991614,1.136617,1.579051,0.557925,-0.070992,0.515616,0.993944,0.405757,1.235254,2.558218,2.337304,0.51488,0.070125,-1.289615,2.036697,0.031149,0.017808,0.015879,-0.262677,-0.135469,0.183799,0.017998,0.005791,0.125576,0.106575,-0.343258,0.714458,190.740738,190.740738,0,0.972677,0.973967,0.001802,26.363223,26.453176,0.090215,154.182126,152.783112,1.789431,1.312502,1.729903,0.287946,0.098566,0.145581,0.093529,769.026515,760.515747,6.04478,160.619836,159.105545,1.917761,8.888328,8.871655,0.050087,771.007934,762.005188,6.316211,27.463955,27.547764,0.094567,801.136931,791.987061,6.613055,26.465556,22.11961,5.797759,25.021803,20.216717,5.812853,23.905952,20.358702,5.711289,0.457842,0.454851,0.146694,8.532068,8.51914,0.048409,25.92726,21.837027,5.458954,24.811409,21.97901,5.42232,3.484586,3.484563,0.000242,5.236955,5.241789,0.008172,90.146347,90.139572,0.015153,6.219573,6.219573,0,-3.874725,-3.874725,0,0,0,0,563.247105,563.248657,0.00216,0.001855,0.002301,0.000566,321.741782,331.128357,10.139069,1.345917,1.345584,0.000823
259,TESTANMA_4398.LAB,6/3/2020,06:34.8,733.846781,733.235657,4.924345,26.932892,26.566107,0.218919,27.256851,25.878942,1.689744,0.736904,0.477466,0.183384,0.235368,0.130168,0.059214,2.774358,0.575447,2.960914,-5.096267,-0.698189,2.555547,3.971556,3.982531,0.034173,1.456209,1.733608,0.346231,8.155098,8.118334,0.02479,8.35976,8.486022,0.085518,154.42229,153.412033,1.677132,0.014619,0.015002,0.000361,1.208386,-0.1477,1.395825,12.41108,12.638063,1.031511,2.265632,1.786261,0.322887,1.30036,1.586979,0.288425,0.820138,1.436507,1.257626,0.280082,0.079009,0.47829,0.414849,0.05442,0.76947,2.513405,2.553171,0.103191,-2.864094,-1.325008,2.068346,0.02871,0.020348,0.016522,-0.068182,-0.101164,0.17529,0.121759,0.01286,0.132075,0.93051,-0.083925,0.912071,190.740738,190.740738,0,0.968837,0.972304,0.001959,26.932892,26.566107,0.218919,154.42229,153.412033,1.677132,1.30036,1.586979,0.288425,0.235368,0.130168,0.059214,763.293078,762.354858,4.892818,160.808921,159.775421,1.779019,8.705504,8.838007,0.089408,764.1973,763.649719,5.350103,28.046789,27.667965,0.224807,794.861437,793.976746,5.323488,27.489756,22.06864,5.736743,26.05936,20.322964,5.937718,25.499196,20.164946,5.463265,0.736904,0.477466,0.183384,8.35976,8.486022,0.085518,27.811027,22.10297,5.765553,27.250864,21.944952,5.379961,3.484121,3.484547,0.000273,5.265558,5.244261,0.012955,90.146347,90.146347,0,6.219573,6.219573,0,-3.874725,-3.874725,0,0,0,0,563.253357,563.249023,0.002825,0.002424,0.002336,0.000568,333.881104,331.227173,10.168952,1.344581,1.345215,0.000763
